Customer ID,Age,Age_BIN,Months as a Customer,Number of Products,RFM Score,Average Balance Feed Index,Number of Transactions,Personal Debt to Equity Ratio,Months Current Account,Number of Loan Accounts,Has Bad Payment Record,Members Within Household,Number of Call Center Contacts,Gender,Marital Status,Age Youngest Child,Number of Workers in Household,Percentage White Collar Workers,Household Debt to Equity Ratio,Income,Weeks Since Last Offer,Homeowner,Annual value,Accepted Home Equity Loan,Accepted Credit Card
34135,59,56-60,0,2,0,0,0,48,5,1,0,4,8,M,U,16,8,20,70,51845,7,F,160,F,F
34285,28,26-30,36,24,15.71692,617,1,19,23,0,0,6,10,F,S,0,7,27,64,36780,42,F,720,F,F
34316,38,36-40,0,1,0,0,3,38,2,0,0,2,0,F,U,8,16,29,54,37178,52,F,30,T,F
34360,65,61-65,36,2,10.589,189,3,50,13,0,0,3,9,F,M,23,9,32,57,43564,40,F,60,F,F
34511,42,41-45,36,5,11.30295,203,0,42,23,2,0,6,10,M,M,13,13,30,56,38003,34,T,350,T,F
34517,51,51-55,48,2,8.412333,179,1,44,38,7,0,3,11,F,S,16,10,50,38,46594,33,F,760,F,F
34361,67,66-70,36,0,0,0,3,67,30,0,0,7,10,F,M,39,3,38,57,34898,40,T,0,F,F
34563,63,61-65,36,0,0,0,3,63,28,0,0,6,9,F,U,33,11,14,73,32246,48,T,0,F,F
12870,50,46-50,48,0,0,0,3,53,9,2,0,4,9,M,U,18,10,35,53,31396,32,T,200,T,F
13120,31,31-35,48,4,10.735657,169,1,38,18,3,0,3,11,M,S,13,9,23,67,39595,17,F,420,F,F
13190,38,36-40,36,3,10.243323,10,1,46,23,1,0,5,11,F,U,16,9,27,62,52575,20,T,190,T,F
74661,26,26-30,12,3,0,59,16,46,5,0,0,6,10,M,S,13,14,19,66,59681,3,F,90,F,T
13867,32,31-35,36,4,10.432273,299,0,36,18,2,0,3,11,M,U,8,18,36,44,38336,8,F,320,F,F
34704,31,31-35,36,1,9.555667,89,1,24,18,1,0,2,0,M,S,0,14,32,53,36487,1,F,130,F,F
24110,53,51-55,48,0,0,0,1,45,10,0,0,4,10,F,M,16,12,39,48,82682,40,F,0,F,F
24133,61,61-65,36,4,11.908323,75,2,43,20,1,0,1,11,F,U,16,9,27,62,43370,14,T,220,F,F
22291,31,31-35,0,1,0,0,2,36,5,0,0,3,8,F,U,8,16,29,54,39575,36,F,30,F,F
24317,34,31-35,36,0,0,0,2,34,23,1,0,1,11,M,M,2,11,35,52,37153,9,F,100,T,F
24469,33,31-35,0,0,0,0,2,39,1,0,0,6,8,M,U,10,16,34,48,36927,13,F,0,F,F
24478,43,41-45,36,0,0,0,3,50,8,0,0,4,9,F,S,15,16,36,47,62359,7,F,0,T,F
24474,32,31-35,36,0,0,0,1,26,16,2,0,1,9,M,S,0,14,29,55,37754,6,T,200,F,F
24505,56,56-60,0,0,0,0,3,56,6,0,0,4,10,M,S,27,6,40,52,20054,39,F,0,F,F
24556,58,56-60,48,0,0,0,3,48,1,1,0,4,10,F,M,20,9,19,70,74853,51,T,100,F,F
24574,53,51-55,36,0,0,0,0,44,17,2,0,2,9,M,S,14,17,24,57,42501,22,T,200,F,F
74388,30,26-30,24,4,14.661567,182,19,46,20,1,0,5,0,M,S,14,6,17,75,52862,8,T,220,F,T
24769,30,26-30,36,0,0,0,3,33,27,3,0,6,10,M,M,4,11,37,51,37622,1,T,300,F,F
24773,33,31-35,0,0,0,0,1,24,1,0,0,1,11,F,S,0,7,33,58,39156,21,F,0,F,F
54371,27,26-30,24,0,0,0,28,45,19,1,0,2,11,F,U,15,15,28,55,54742,42,T,100,F,T
24957,28,26-30,0,0,0,0,2,28,4,0,0,3,8,F,S,0,7,33,58,39471,34,F,0,F,F
25057,29,26-30,48,0,0,0,2,39,23,0,0,3,7,M,S,10,14,34,51,39970,34,F,0,F,F
23210,30,26-30,36,0,0,0,1,36,31,0,0,1,0,M,M,6,9,28,61,37161,16,F,0,F,F
25287,29,26-30,36,5,9.670617,104,2,33,32,0,0,2,8,M,U,5,12,25,61,39699,19,F,150,F,F
25414,30,26-30,36,0,0,0,3,28,23,3,0,3,0,M,S,0,6,32,61,36822,37,F,300,F,F
25193,27,26-30,36,0,0,0,2,28,35,0,0,6,0,M,S,0,15,31,52,37740,51,F,0,F,F
25208,32,31-35,48,2,8.985667,119,3,40,10,2,0,1,9,F,S,13,13,28,58,36552,34,F,260,F,F
25326,31,31-35,36,29,21.61035,211,0,40,29,2,0,6,10,F,S,11,13,28,57,39456,28,F,1070,F,F
23330,32,31-35,48,0,0,0,2,22,37,1,0,1,6,F,S,0,6,25,67,45914,50,T,100,F,F
23379,27,26-30,0,0,0,0,0,32,4,0,0,3,10,M,S,3,20,40,39,36437,50,T,0,F,F
23445,44,41-45,48,0,0,0,0,44,40,2,0,3,11,M,U,19,13,17,68,72725,51,F,200,T,F
23480,51,51-55,48,0,0,0,2,51,40,0,0,6,0,M,M,20,8,48,43,34417,11,F,0,F,F
82741,28,26-30,0,0,0,0,16,45,6,1,0,1,0,F,M,12,9,29,61,19666,30,F,100,F,T
25623,37,36-40,36,0,0,0,1,37,28,2,0,5,10,F,U,7,14,29,55,37638,44,T,200,T,F
25392,32,31-35,36,2,11.199,299,1,39,26,3,0,5,9,F,U,10,9,41,48,36626,14,T,360,F,F
8743,29,26-30,0,1,12.21148,0,20,44,3,2,0,5,10,M,M,17,10,24,64,67397,50,F,230,F,T
25542,30,26-30,48,0,0,0,0,37,7,1,0,6,11,F,S,8,10,28,61,37180,32,T,100,F,F
25810,61,61-65,48,0,0,0,2,48,13,0,0,4,8,M,S,23,11,29,58,72055,25,F,0,F,F
23829,61,61-65,36,0,0,0,2,61,25,1,0,5,9,M,M,28,12,45,42,31207,13,F,100,F,F
25898,27,26-30,48,2,12.346647,80,2,28,17,1,0,4,9,F,S,0,10,36,52,37765,24,T,160,F,F
2117,56,56-60,0,1,0,0,2,50,4,0,0,2,10,F,S,21,9,36,54,55846,35,F,30,F,F
2158,73,71-75,36,0,0,0,1,73,14,0,0,4,0,F,U,45,7,51,40,24592,39,F,0,F,F
2408,29,26-30,48,0,0,0,2,34,36,2,0,1,9,F,M,6,15,31,53,37043,20,F,200,F,F
2442,55,51-55,48,1,12.932333,499,1,50,36,1,0,2,11,F,S,24,16,28,55,43237,14,F,130,F,F
2583,31,31-35,36,4,9.465667,799,3,31,30,4,0,1,0,M,M,3,18,44,37,37598,24,T,520,T,F
2624,26,26-30,36,3,8.489667,223,2,26,15,3,0,5,0,M,S,0,15,65,19,36403,6,F,390,F,F
2667,58,56-60,0,0,0,0,1,43,3,0,0,2,11,F,M,14,10,26,62,58863,10,F,0,F,F
2728,32,31-35,36,2,10.399,299,0,28,23,0,0,5,9,M,S,0,15,31,52,38876,16,F,60,F,F
3144,28,26-30,36,3,10.171657,105,2,39,13,1,0,6,9,M,S,10,10,27,61,36687,13,F,190,F,F
3344,48,46-50,36,0,0,0,0,51,29,0,0,3,8,F,U,21,7,30,61,34636,32,T,0,T,F
3587,28,26-30,0,0,0,0,1,29,1,0,0,2,0,F,S,0,7,43,49,36645,18,F,0,F,F
3669,33,31-35,36,0,0,0,1,36,17,4,0,1,11,F,S,7,10,38,51,36844,30,F,400,F,F
3696,42,41-45,36,0,0,0,2,42,34,1,0,2,10,M,M,14,7,32,59,75921,2,F,100,T,F
3898,55,51-55,0,0,0,0,0,41,4,0,0,2,8,M,U,10,16,34,48,39110,28,F,0,F,F
3923,30,26-30,48,0,0,0,3,39,7,2,0,6,7,M,M,9,7,23,68,37213,26,T,200,F,F
4003,73,71-75,36,3,10.997323,164,2,73,15,0,0,5,10,M,S,41,11,29,58,25116,4,F,90,F,F
9430,54,51-55,48,4,8.559,559,3,54,36,0,0,2,9,F,S,25,6,35,58,33683,27,F,120,F,F
24014,63,61-65,36,2,8.336657,70,3,63,28,0,0,2,9,F,U,36,5,37,56,30639,9,F,60,F,F
24096,57,56-60,36,2,9.094667,228,0,57,35,0,0,7,9,F,S,26,9,31,59,20409,31,F,60,F,F
29431,63,61-65,48,0,0,0,1,63,9,0,0,2,0,F,S,33,12,42,44,32129,1,F,0,F,F
29433,63,61-65,48,4,10.326333,293,3,42,19,1,0,2,5,M,S,12,10,36,53,41918,7,F,220,F,F
29881,65,61-65,0,0,0,0,2,49,4,0,0,2,10,F,U,22,13,17,68,78553,38,F,0,F,F
29837,47,46-50,0,0,0,0,3,45,1,0,0,1,11,F,S,15,16,36,47,71381,4,F,0,F,F
29971,29,26-30,36,0,0,0,3,30,29,1,0,3,0,F,S,0,14,39,45,36408,37,F,100,F,F
24647,27,26-30,24,0,0,0,28,44,23,0,0,2,10,M,M,15,7,41,50,68536,45,F,0,F,T
30103,62,61-65,36,4,9.627313,94,0,46,27,1,0,5,8,F,S,17,9,29,61,55759,3,F,220,F,F
30210,51,51-55,48,3,13.655657,89,1,51,36,0,0,3,9,F,S,17,8,24,66,31257,8,F,90,F,F
30174,32,31-35,36,0,0,0,1,25,30,7,0,6,8,F,S,0,9,41,48,37410,5,F,700,F,F
30207,64,61-65,48,27,19.3564,257,0,50,9,0,0,7,10,F,S,22,9,32,58,70933,41,F,810,F,F
58301,27,26-30,12,0,0,0,28,44,0,2,0,5,9,M,M,13,13,30,56,24882,23,F,200,F,T
30440,71,71-75,36,0,0,0,1,71,31,0,0,3,8,M,S,39,18,30,51,24161,35,T,0,F,F
30523,28,26-30,36,5,8.99399,194,3,35,14,6,0,2,11,M,U,3,12,38,49,37549,10,F,750,F,F
30501,31,31-35,0,0,0,0,3,33,3,0,0,3,9,M,U,3,9,43,46,38565,24,F,0,F,F
30512,72,71-75,36,4,9.997273,164,2,72,14,5,0,7,9,M,U,43,6,29,63,24865,20,F,620,F,F
30653,32,31-35,36,0,0,0,1,40,35,3,0,6,7,F,U,15,7,27,64,38796,23,F,300,F,F
30799,33,31-35,36,0,0,0,0,30,17,0,0,4,9,M,S,0,15,31,52,39939,7,F,0,F,F
30815,28,26-30,48,0,0,0,0,38,15,1,0,5,11,M,M,11,15,39,44,38915,11,F,100,F,F
30931,57,56-60,48,0,0,0,0,25,41,0,0,3,10,F,S,0,7,33,58,27621,15,F,0,F,F
30741,53,51-55,0,0,0,0,0,41,5,0,0,6,0,F,S,7,4,36,58,70184,43,F,0,F,F
76315,32,31-35,24,0,0,0,23,44,15,3,0,5,8,M,S,18,10,35,53,20497,48,F,300,F,T
31015,45,41-45,36,0,0,0,0,45,34,1,0,3,11,M,S,14,6,17,75,49927,47,F,100,T,F
31135,59,56-60,0,0,0,0,2,28,6,5,0,3,10,F,S,0,12,29,58,37354,30,F,500,F,F
30809,28,26-30,36,1,9.757333,124,3,21,28,5,0,6,11,F,S,0,7,34,57,36875,47,F,530,F,F
30824,64,61-65,0,1,0,0,3,48,4,0,0,6,0,M,U,19,12,27,59,74223,38,F,30,F,F
31268,29,26-30,36,0,0,0,0,39,34,2,0,5,10,M,S,10,12,21,65,37542,12,F,200,F,F
31299,63,61-65,36,3,7.292333,59,1,48,33,2,0,4,10,F,M,18,8,24,66,71230,27,F,290,F,F
31246,58,56-60,48,0,0,0,3,48,21,0,0,5,5,F,S,21,9,36,54,65752,12,F,0,F,F
31328,29,26-30,36,7,11.670637,204,2,33,31,7,0,2,8,M,U,5,9,13,76,37374,18,F,910,F,F
31124,28,26-30,0,1,0,0,3,24,6,1,0,1,0,M,S,0,10,23,66,38157,5,F,130,F,F
31193,46,46-50,0,1,0,0,3,42,3,0,0,5,9,M,U,11,16,39,43,65787,4,T,30,F,F
31207,31,31-35,48,0,0,0,1,38,6,0,0,4,10,M,M,4,8,26,65,37170,48,T,0,F,F
31308,28,26-30,36,0,0,0,2,31,24,2,0,4,9,F,S,2,18,34,46,39861,38,T,200,F,F
31360,32,31-35,36,0,0,0,3,37,15,5,0,5,7,M,S,7,7,34,58,37011,5,F,500,F,F
84433,26,26-30,12,0,0,0,17,44,8,3,0,4,7,M,S,13,9,23,67,42306,29,F,300,F,T
9878,31,31-35,36,0,0,0,3,31,9,0,0,3,7,F,U,2,11,23,65,39329,3,T,0,F,F
10214,59,56-60,36,0,0,0,2,44,28,0,0,1,10,M,S,12,13,21,64,55445,2,T,0,F,F
10230,60,56-60,48,0,0,0,3,60,17,0,0,3,9,M,S,30,8,27,63,20302,23,F,0,F,F
10264,28,26-30,36,0,0,0,1,40,8,0,0,6,11,M,M,6,9,28,61,38457,1,F,0,F,F
10298,31,31-35,36,5,12.889637,423,0,10,13,1,0,5,0,F,S,0,10,29,59,39993,1,T,250,F,F
10382,31,31-35,36,6,11.093303,160,3,31,33,1,0,1,6,F,S,0,10,36,52,36765,49,T,280,T,F
68981,29,26-30,12,2,0,0,18,44,0,1,0,2,0,F,S,14,10,41,47,47692,16,F,160,F,T
2837,26,26-30,36,0,0,0,27,43,31,1,0,5,8,F,M,13,7,39,52,24598,6,F,100,F,T
21446,29,26-30,48,0,0,0,0,19,7,0,0,4,10,M,S,0,15,31,52,37884,35,F,0,F,F
21471,62,61-65,48,0,0,0,1,62,37,1,0,4,11,F,M,31,13,30,56,34738,36,F,100,F,F
21521,52,51-55,48,0,0,0,1,52,8,0,0,4,8,M,M,24,11,36,52,33378,48,F,0,F,F
21562,35,31-35,48,2,7.895667,129,2,35,39,5,0,5,7,F,M,7,17,25,57,37159,27,F,560,T,F
34721,30,26-30,48,2,33.879356,129,26,43,39,0,0,1,0,M,U,14,11,43,45,24777,29,F,60,F,T
21728,29,26-30,48,2,7.762333,129,1,31,16,1,0,5,11,F,S,0,14,39,45,36750,49,T,160,F,F
55882,36,36-40,36,0,19.719879,0,24,43,26,3,0,1,10,F,U,13,8,35,56,35867,16,F,300,T,T
21839,54,51-55,48,0,0,0,3,41,36,1,0,6,10,M,S,13,11,31,56,48991,38,F,100,F,F
21844,36,36-40,0,0,0,0,2,57,4,3,0,3,6,M,M,25,8,17,73,22774,25,T,300,T,F
21855,33,31-35,36,0,0,0,3,39,27,1,0,5,7,M,M,11,15,39,44,36979,40,T,100,F,F
34818,55,51-55,48,4,9.888,188,3,55,10,0,0,6,10,F,S,27,8,38,52,32066,26,T,120,F,F
34820,26,26-30,36,2,8.588,188,0,22,16,0,0,4,8,F,S,0,7,33,58,37409,41,T,60,F,F
86133,28,26-30,0,0,22.672703,0,19,43,4,1,0,2,10,F,M,15,9,42,47,41576,41,F,100,F,T
35038,31,31-35,36,3,8.329,129,1,34,16,0,0,4,10,M,U,3,9,43,46,38520,29,F,90,F,F
34968,48,46-50,0,1,0,0,2,44,3,4,0,1,11,F,M,15,17,26,56,72330,41,F,430,F,F
35019,56,56-60,36,0,0,0,0,24,30,0,0,5,11,F,S,0,7,27,64,25743,44,F,0,F,F
35118,54,51-55,36,39,21.890713,458,1,43,16,0,0,2,10,F,U,12,12,22,64,50705,38,F,1170,F,F
34926,30,26-30,36,1,0,0,2,36,0,0,0,2,11,F,S,4,12,29,57,38306,17,F,30,F,F
35046,55,51-55,36,0,0,0,0,41,24,0,0,6,9,M,S,13,14,19,66,54866,1,T,0,F,F
35236,27,26-30,48,0,0,0,2,28,8,2,0,5,11,M,S,0,8,32,59,37468,22,F,200,F,F
35304,62,61-65,48,0,0,0,0,41,17,1,0,1,0,M,M,14,7,32,59,78293,44,T,100,F,F
35406,28,26-30,48,1,0,0,3,21,0,0,0,6,0,F,S,0,7,33,58,38245,26,T,30,F,F
35465,52,51-55,48,0,0,0,3,52,14,0,0,6,8,M,S,23,11,29,58,33859,36,F,0,F,F
35360,29,26-30,36,0,0,0,1,18,25,0,1,3,1,F,S,0,7,33,58,39815,45,F,0,F,F
35402,64,61-65,36,4,12.591657,25,2,42,25,2,0,4,10,M,S,12,11,38,50,68135,21,T,320,F,F
35552,32,31-35,36,0,0,0,0,26,30,0,0,4,9,F,U,1,9,33,57,37138,46,F,0,F,F
35555,31,31-35,36,6,12.632313,699,3,28,32,0,0,4,10,M,U,2,13,41,44,38061,45,F,180,F,F
35606,56,56-60,0,0,0,0,2,49,5,1,0,4,10,F,M,19,7,40,51,70070,32,T,100,F,F
35624,65,61-65,36,0,0,0,1,48,31,4,0,4,11,F,U,19,16,34,49,53578,27,F,400,F,F
35667,50,46-50,48,0,0,0,0,53,41,1,0,3,9,F,M,22,8,46,45,33624,15,F,100,T,F
35724,26,26-30,36,0,0,0,3,35,34,1,0,4,11,M,U,6,12,64,22,38917,38,F,100,F,F
35447,60,56-60,0,1,0,0,2,60,2,0,0,3,0,M,S,33,12,31,55,25536,36,T,30,F,F
35577,29,26-30,48,0,0,0,0,14,10,2,0,6,8,F,S,0,9,65,25,36934,42,F,200,F,F
35935,32,31-35,48,2,8.445667,279,0,21,15,1,0,6,9,F,S,0,6,38,55,38559,38,T,160,F,F
35960,60,56-60,36,0,0,0,2,46,23,2,0,3,8,M,M,17,10,24,64,65924,49,T,200,F,F
35636,63,61-65,36,5,11.929657,63,1,48,9,2,0,6,10,F,M,22,10,21,68,80299,46,T,350,F,F
77888,29,26-30,12,17,11.52599,200,20,43,10,1,0,2,10,M,M,17,10,22,66,22734,11,F,610,F,T
36144,27,26-30,48,0,0,0,1,23,9,0,0,1,11,F,S,0,7,33,58,38285,2,F,0,F,F
35928,30,26-30,36,23,18.391743,459,3,16,33,0,0,4,11,F,S,0,7,43,49,39135,27,F,690,F,F
35995,40,36-40,48,0,0,0,2,40,9,0,0,6,7,F,S,10,11,43,45,39505,18,T,0,T,F
35823,32,31-35,36,4,9.525657,159,1,28,6,3,0,5,0,F,S,0,10,28,60,38740,42,F,420,F,F
36476,29,26-30,48,0,0,0,1,23,21,2,0,4,10,M,S,0,8,32,59,37216,21,F,200,F,F
36046,44,41-45,36,0,0,0,1,41,14,0,0,3,10,F,U,11,13,33,52,74974,6,T,0,F,F
36196,27,26-30,48,0,0,0,3,26,36,0,0,6,10,M,S,0,4,30,64,37406,5,F,0,F,F
36256,29,26-30,48,3,10.742323,209,3,39,13,1,0,4,10,F,M,12,9,29,61,39921,16,T,190,F,F
36560,27,26-30,48,3,12.194667,128,0,34,11,0,0,3,10,M,U,4,10,20,69,37406,25,F,90,F,F
36431,54,51-55,0,1,0,0,3,43,1,1,0,3,9,M,M,13,9,38,51,39813,23,F,130,F,F
36497,32,31-35,36,0,0,0,0,37,34,0,0,2,7,F,S,7,4,36,58,36581,25,T,0,F,F
12012,27,26-30,0,0,0,0,16,42,2,3,0,5,9,M,M,11,8,35,55,53548,32,F,300,F,T
36421,33,31-35,36,0,0,0,2,33,35,1,0,1,9,F,S,5,9,42,47,39817,18,F,100,T,F
36581,64,61-65,48,0,0,0,2,42,15,0,0,1,8,M,M,12,17,25,56,68948,22,F,0,F,F
36640,49,46-50,36,0,0,0,2,42,32,0,0,6,10,M,S,9,14,34,50,41805,44,T,0,F,F
36706,33,31-35,48,1,10.415667,49,2,27,17,2,0,4,11,F,S,0,9,47,42,38647,5,T,230,F,F
36755,29,26-30,48,0,0,0,2,40,17,0,0,1,11,M,M,9,9,17,73,39051,49,F,0,F,F
18150,58,56-60,36,0,0,0,1,45,30,0,0,2,9,M,S,18,9,39,51,43892,51,F,0,F,F
18452,32,31-35,48,0,0,0,2,36,23,1,0,5,10,M,U,7,13,34,52,39443,41,F,100,F,F
18468,30,26-30,48,2,0,0,2,34,0,0,0,5,10,M,S,7,13,18,67,38371,16,F,60,F,F
18552,54,51-55,0,0,0,0,0,54,5,2,0,6,9,M,M,26,13,32,53,31281,28,F,200,F,F
30878,27,26-30,24,0,0,0,21,42,15,1,0,2,11,F,S,16,9,35,54,24696,37,T,100,F,T
18956,31,31-35,48,0,0,0,1,36,18,1,0,1,10,M,M,6,12,38,49,37341,3,T,100,F,F
19038,30,26-30,36,0,0,0,2,39,5,0,0,4,10,M,U,4,10,20,69,36905,5,F,0,F,F
19188,33,31-35,36,0,0,0,1,36,28,0,0,2,10,M,S,5,7,39,52,37620,5,F,0,F,F
19220,27,26-30,36,5,7.815667,149,0,22,8,1,0,6,11,M,S,0,14,32,53,39074,37,F,250,F,F
19256,29,26-30,36,0,0,0,1,37,15,2,0,3,8,F,U,11,10,35,54,38212,49,T,200,F,F
38152,29,26-30,24,0,0,0,17,42,19,1,0,1,9,F,M,16,10,36,53,52325,35,T,100,F,T
24179,26,26-30,0,0,0,0,1,35,4,0,0,5,9,F,S,3,9,31,59,37669,38,F,0,F,F
26216,59,56-60,36,0,0,0,2,59,35,1,0,6,11,F,S,31,8,32,58,21515,23,T,100,F,F
24366,50,46-50,0,0,0,0,1,51,3,1,0,7,11,M,U,25,22,49,27,33872,47,F,100,T,F
40778,26,26-30,24,0,0,0,24,42,16,0,0,1,0,M,S,14,15,45,39,28742,42,F,0,F,T
56665,30,26-30,12,0,8.657323,0,20,42,9,0,0,4,9,F,M,15,11,23,64,19741,35,F,0,F,T
37298,56,56-60,48,4,9.640647,174,1,47,19,3,0,2,8,F,S,20,12,34,52,57130,11,T,420,F,F
37387,27,26-30,48,0,0,0,1,32,0,6,0,3,9,M,S,0,15,46,37,37041,3,F,600,F,F
85515,28,26-30,24,2,0,149,20,42,15,0,0,6,5,F,S,13,11,27,61,22818,43,T,60,F,T
37546,39,36-40,36,0,0,0,3,39,19,1,0,5,8,F,U,12,11,33,54,38086,23,F,100,T,F
37664,33,31-35,36,3,11.948657,182,1,33,35,1,0,6,6,F,U,3,3,28,67,39137,37,F,190,T,F
37832,30,26-30,0,0,0,0,1,24,4,0,0,2,6,M,S,0,4,30,64,39830,32,F,0,F,F
38048,52,51-55,36,4,11.09497,95,2,52,25,2,0,3,9,M,M,24,4,36,58,30955,8,F,320,F,F
38107,30,26-30,36,4,11.181323,148,0,37,11,4,0,1,9,M,U,9,10,45,43,37691,28,F,520,F,F
25017,31,31-35,48,0,0,0,1,29,18,1,0,3,8,F,S,0,14,39,45,38351,44,F,100,F,F
25033,51,51-55,36,5,12.69398,294,3,44,20,2,0,4,10,F,S,15,10,42,46,70986,1,F,350,F,F
25067,26,26-30,36,6,8.492333,759,1,34,6,1,0,1,5,M,U,2,5,26,68,38878,23,F,280,F,F
25216,29,26-30,48,0,0,0,3,82,40,2,0,3,9,M,M,57,6,29,64,54417,47,F,200,F,F
25336,28,26-30,36,3,7.449,149,3,39,8,3,0,2,11,F,M,12,12,24,63,38750,21,F,390,F,F
25436,32,31-35,36,0,0,0,3,38,12,0,0,5,9,F,S,10,11,43,45,37126,40,T,0,F,F
25553,51,51-55,36,0,0,0,3,51,18,1,0,5,9,M,S,24,9,30,59,33613,15,F,100,F,F
25568,63,61-65,36,0,0,0,2,47,6,1,0,4,10,M,M,17,10,22,66,59443,26,T,100,F,F
38382,31,31-35,36,2,8.836657,70,3,25,29,4,0,5,11,M,S,0,15,34,50,38934,46,F,460,F,F
25717,28,26-30,36,2,7.665667,199,3,40,28,1,0,2,7,M,M,11,15,39,44,38663,7,F,160,F,F
14988,31,31-35,0,0,0,0,28,41,6,0,0,3,0,M,M,13,10,27,61,20962,7,F,0,F,T
26085,52,51-55,48,0,0,0,0,30,17,1,0,2,8,F,S,0,6,25,67,53268,26,T,100,F,F
15435,63,61-65,36,38,28.398279,199,2,63,30,2,0,5,0,M,U,34,9,32,58,33634,22,T,1340,F,F
15487,29,26-30,36,0,0,0,1,39,27,4,0,1,9,M,U,9,10,45,43,39337,9,F,400,F,F
15655,32,31-35,36,0,0,0,2,27,15,0,0,6,9,M,S,0,18,18,63,37784,18,T,0,F,F
15894,62,61-65,0,0,0,0,3,42,4,0,0,5,9,M,M,12,17,25,56,71937,41,T,0,F,F
26942,60,56-60,36,0,0,0,1,43,32,1,0,6,9,F,S,12,14,28,56,53612,47,F,100,F,F
26983,51,51-55,36,0,0,0,3,41,23,0,0,3,7,F,U,9,19,41,39,69116,47,T,0,F,F
27076,32,31-35,0,1,0,0,0,19,3,0,0,4,0,M,S,0,15,31,52,39000,1,T,30,F,F
27183,59,56-60,36,0,0,0,0,43,19,2,0,2,11,F,M,12,13,29,56,45959,20,F,200,F,F
27208,30,26-30,48,0,0,0,3,38,9,1,0,5,9,F,U,10,11,40,47,38250,24,T,100,F,F
27262,29,26-30,36,4,9.348,248,1,32,23,4,0,6,8,M,M,4,15,34,49,36800,20,F,520,F,F
4148,29,26-30,48,0,0,0,3,25,9,1,0,2,10,F,S,0,11,18,69,27440,44,F,100,F,F
38791,54,51-55,36,6,12.46099,461,0,41,33,1,0,4,0,F,M,12,9,29,61,56006,9,T,280,F,F
31493,49,46-50,48,0,0,0,1,44,15,0,0,3,11,F,S,16,8,42,48,64659,17,F,0,F,F
31544,39,36-40,48,0,0,0,0,39,36,1,0,6,0,M,M,11,15,39,44,39081,41,F,100,T,F
31500,65,61-65,36,25,27.895653,663,3,47,20,2,0,2,5,F,M,15,10,43,45,41216,37,T,950,F,F
31502,58,56-60,48,0,0,0,1,46,40,1,0,5,0,F,S,11,11,37,50,45899,20,F,100,F,F
31601,26,26-30,48,6,10.903263,70,1,33,14,1,0,6,7,M,U,3,9,24,65,36599,28,F,280,F,F
31616,61,61-65,0,0,0,0,3,61,6,0,0,3,10,F,U,29,10,25,63,34662,7,F,0,F,F
31596,56,56-60,0,0,0,0,0,47,3,1,0,6,11,F,M,20,9,19,70,52383,9,F,100,F,F
31707,56,56-60,0,0,0,0,1,56,6,4,0,7,8,M,M,26,20,23,56,21114,4,F,400,F,F
31843,57,56-60,48,1,7.815667,349,2,30,14,0,0,5,10,F,S,0,7,27,64,62376,9,F,30,F,F
42512,46,46-50,36,0,0,0,2,27,25,4,0,1,1,F,S,0,16,32,50,47731,7,F,400,F,F
42541,28,26-30,48,0,0,0,1,39,8,0,0,1,9,M,M,12,17,25,56,39762,49,F,0,F,F
42703,54,51-55,36,0,0,0,3,43,28,1,0,3,9,M,U,17,17,36,46,53996,1,F,100,F,F
42907,32,31-35,36,3,8.363313,130,3,40,25,1,0,6,11,M,M,13,9,38,51,39207,13,F,190,F,F
42976,59,56-60,0,0,0,0,0,44,4,0,0,4,9,M,U,14,11,43,45,74512,23,F,0,F,F
42803,27,26-30,36,0,0,0,1,25,0,0,0,1,7,F,S,0,7,43,49,36735,52,T,0,F,F
42864,31,31-35,0,0,0,0,2,31,6,1,0,1,11,F,M,4,8,40,51,39419,36,F,100,F,F
31930,26,26-30,12,2,0,129,23,41,7,1,0,1,0,F,M,12,9,29,61,62091,7,F,160,F,T
43048,31,31-35,36,0,0,0,0,39,10,0,0,4,0,M,U,11,16,39,43,37873,25,F,0,F,F
43062,33,31-35,36,0,0,0,2,37,24,1,0,4,0,M,S,6,7,35,57,39129,20,T,100,F,F
43121,40,36-40,48,3,11.322323,89,1,40,16,1,0,1,9,F,S,9,8,34,57,39272,11,T,190,T,F
34125,28,26-30,24,0,0,0,18,41,14,1,0,3,11,F,U,12,11,33,54,23311,25,F,100,F,T
43269,56,56-60,48,0,0,0,3,45,37,0,0,3,0,F,U,16,8,38,52,49432,34,T,0,F,F
43118,55,51-55,36,4,11.751323,118,2,45,6,0,0,4,9,M,U,14,11,43,45,70067,11,F,120,F,F
43360,32,31-35,36,0,0,0,3,36,24,0,0,6,9,F,S,3,9,31,59,36841,39,F,0,F,F
43383,30,26-30,36,18,20.724007,558,2,24,25,0,0,4,7,M,S,0,15,31,52,38568,15,T,540,F,F
43416,39,36-40,36,6,9.692803,60,0,50,35,2,0,5,11,F,M,21,13,25,60,58044,47,F,380,T,F
43549,33,31-35,36,0,0,0,1,36,26,1,0,4,10,F,U,2,9,19,71,36952,31,F,100,F,F
43353,31,31-35,0,9,0,0,0,34,2,0,0,1,11,M,S,5,7,39,52,36470,27,T,270,F,F
43412,42,41-45,36,0,0,0,0,42,0,0,0,6,8,F,S,13,11,27,61,47165,41,F,0,T,F
